# time tau_0 tau_1 tau_2 tau_3 tau_4 tau_5 tau_6 tau_7 tau_8 tau_9 tau_10 tau_11 tau_12 tau_13 tau_14 tau_15 tau_16 tau_17 tau_18 tau_19 tau_20 tau_21 tau_22 tau_23
4.200000 -3.885965 12.976279 -4.649419 -37.578472 15.710680 -4.217811 4.633139 1.409299 2.620881 -5.342649 -0.404760 -0.297108 13.642270 6.651860 -0.595423 5.353424 0.014253 -0.089899 0.063942 -2.438239 -5.080065 -1.488404 -0.736125 0.174245
4.220000 -8.194848 7.809302 -4.113904 -28.680847 9.112519 -2.651363 7.123024 -0.639913 0.919312 -2.945391 -2.514215 0.129584 17.776110 7.703218 0.498948 2.249649 -0.874670 -1.036900 0.037566 -4.419624 -2.723163 0.179955 -0.593294 -0.384111
4.240000 -16.946074 3.394154 -4.338750 -27.211330 4.096911 -2.292856 11.213427 -2.733492 0.089867 -0.369492 -2.257983 2.704753 11.406371 7.310009 1.681260 2.366311 0.077639 -2.042031 -0.096465 -4.048206 -2.663701 -0.473635 -1.085613 0.157028
4.260000 -11.203829 4.614726 -2.538468 -24.655125 5.856442 -1.663077 4.246762 -3.352231 0.667222 2.446126 -1.865812 1.237039 7.487587 6.948501 1.694452 1.953577 0.226785 -0.071319 -0.364873 -4.649583 -4.021815 -1.010437 -0.290258 -0.126402
4.280000 -7.121243 4.138287 -1.461198 -20.029848 10.763824 -0.912359 -1.677457 -2.839942 1.834457 2.815341 -1.051973 0.760389 10.941426 4.543746 0.853445 1.291017 0.591725 -0.306295 -0.020691 -4.549349 -5.218374 -1.078869 -0.695408 0.187350
4.300000 -1.461862 4.955435 -1.971226 -13.108696 14.171101 -0.281217 -1.880782 0.063418 1.036638 -0.254567 -0.880907 0.218498 12.737739 2.002856 -0.368463 1.513759 0.028515 0.165255 0.360393 -2.895743 -4.672493 -0.435980 0.188666 0.199573
4.320000 -0.019501 2.475570 -2.597584 -9.090236 18.907785 0.209593 0.970922 2.462408 -0.551295 -3.525122 0.296023 0.359974 10.705545 1.036400 -1.222343 3.688545 0.188083 0.505016 -0.029592 -1.661160 -3.783724 -0.188676 0.344305 -0.050922
4.340000 0.783601 -4.472503 -2.247912 -4.017240 23.032084 1.200333 5.118298 1.352645 1.360907 -5.749327 2.218961 0.942308 8.104327 0.466056 -0.677320 5.272278 0.610652 -0.084176 0.057804 -1.313861 -2.825247 -0.335113 0.160868 0.158384
4.360000 -0.943566 -13.461629 -0.138947 2.085119 24.370083 2.106593 11.736476 -1.348840 4.932677 -7.418557 5.711364 0.965217 8.176869 0.206936 -0.521277 5.661618 0.327919 0.130783 -0.028354 -0.864405 -3.163796 -0.134474 -0.669079 0.058636
4.380000 -7.782581 -17.919561 2.169380 8.471034 21.755795 2.639642 16.237474 -1.959768 7.329689 -6.071067 10.034137 0.325356 6.488742 -2.718640 -1.273153 4.790586 0.191762 -0.244708 0.173949 -0.502559 -3.208118 -0.142506 -0.708783 -0.015988
4.400000 -11.558192 -18.021267 3.311774 4.405668 14.027122 1.224013 20.748278 -1.638098 8.244506 -6.350636 13.623680 0.351494 3.061167 -3.093640 -1.455949 3.414384 0.388719 -0.016521 0.184867 0.542671 -2.487485 -0.427756 -0.411057 0.183113
4.420000 -18.427647 -16.677328 2.142068 -1.613122 0.760800 0.444716 25.124039 -2.703441 8.757088 -8.698449 17.361048 0.987481 -0.767480 -0.094571 -1.549637 2.529235 0.342141 0.268493 0.075978 0.508174 -2.222299 -0.344181 -0.894397 0.219764
4.440000 -16.565298 -17.211100 1.376186 -1.370570 -4.149200 -0.723527 25.261724 -2.938588 9.019230 -12.884311 18.509865 2.031058 0.473467 1.652392 -1.004068 3.019950 0.233076 0.101390 -0.316420 -0.551553 -1.432638 -0.210318 0.492653 0.143548
4.460000 -12.813308 -11.384156 3.288514 -3.858223 -1.106890 -0.791411 18.684113 -3.797237 6.889169 -16.402067 16.046949 2.257543 0.716329 -0.280237 -0.799028 4.581015 0.581549 -0.166564 0.079595 -0.183808 -2.055605 -0.380901 -0.263925 0.064945
4.480000 -8.989298 -6.185234 4.263440 -9.472674 0.783772 -1.046248 13.458470 -6.140058 3.707024 -15.500934 10.934928 1.973438 1.238424 -2.989119 -1.147790 6.185681 0.484568 0.036685 -0.107319 1.071497 -2.793562 -0.003496 -0.622798 -0.040848
4.500000 -7.431468 -2.919028 2.443538 -10.011627 2.457577 -1.440409 8.872447 -7.168645 1.610137 -12.228850 4.883045 1.835971 0.226684 -3.185217 -1.348113 6.960756 0.604772 0.477460 -0.093982 1.401429 -3.123483 0.273994 -0.336931 -0.057743
4.520000 -6.205543 -1.234576 1.525883 0.599730 4.405653 -0.864124 4.339758 -4.511448 1.946967 -9.652311 0.424186 1.865960 -1.759922 -0.979089 -1.074188 7.009301 0.959670 0.370333 -0.241268 0.469783 -2.538279 -0.437866 0.306436 -0.019603
4.540000 -8.325121 -4.912833 -6.821488 -4.041423 12.748538 0.626278 1.747434 -0.815507 5.192947 -7.557698 -0.243238 1.580965 -3.740451 1.220750 -1.047499 4.777404 0.433282 0.838160 -0.059355 -0.741204 -2.948902 -0.689758 0.497597 -0.182822
4.560000 -4.597772 -8.169098 0.211623 -4.294035 10.694894 -0.450762 5.136214 -1.626542 8.201317 -12.739576 0.666367 1.823851 1.774157 2.774754 -0.205386 3.243136 0.521135 0.281972 0.072312 -0.998680 -3.399111 -0.568846 0.079151 0.315578
4.580000 -9.409658 -7.016933 0.976958 -5.902092 6.710992 -0.824263 8.957100 1.511500 7.359117 -15.380078 1.671189 1.788080 1.027556 -1.171281 0.204762 2.038373 0.467849 0.080165 -0.086649 -0.092411 -4.031716 -0.175050 0.113528 0.069947
4.600000 -8.621456 -8.501042 0.179250 -7.002514 4.395620 -0.716411 8.627622 1.947355 7.433048 -16.013731 3.388096 2.224404 0.010186 -3.903372 -0.138434 2.859017 0.048482 0.248632 0.052890 0.270578 -3.155732 -0.469919 0.008614 0.196354
4.620000 -12.561025 -9.792817 -0.266138 -7.290658 3.196984 -0.531832 12.928533 0.850062 9.283705 -17.842232 4.446933 2.542844 -2.046902 -2.847182 -0.677178 3.508187 -0.420103 -0.603817 0.160275 0.511823 -2.698344 0.062287 -0.347751 -0.104848
4.640000 -11.249655 -13.100051 -0.595072 -5.860874 1.251577 -0.418413 14.385002 0.185478 10.272496 -18.527983 3.869958 2.793469 -0.004297 -0.491697 -0.177410 3.614997 -0.133116 -0.964888 0.183419 0.834860 -2.915112 -0.005817 0.263917 -0.021425
4.660000 -11.082592 -12.233711 -1.245153 -8.106958 0.595361 -0.672544 12.109954 0.635502 9.643824 -15.825195 2.752554 2.372715 -2.364970 -1.139750 -0.300298 4.399461 0.307228 -0.067056 -0.336425 0.931694 -2.353302 0.276432 0.068007 0.192407
4.680000 -8.027606 -11.053671 -3.200326 -8.506978 -0.325564 -0.425065 8.166853 0.023555 8.552591 -18.719646 1.702434 2.480238 1.603567 0.559630 -0.159675 4.465933 0.298517 0.138604 0.143812 0.396515 -2.456911 -0.270821 0.027924 0.123026
4.700000 -10.274355 -13.308617 -3.086226 -7.163434 -1.001533 -0.422974 9.129770 -0.517887 8.064439 -19.084774 1.463487 2.305466 3.567556 -0.334534 -0.344593 3.964766 0.282261 0.377590 -0.146926 -0.135570 -1.820796 -0.056178 -0.310987 0.147252
4.720000 -11.936049 -13.704375 0.699717 -3.875481 -1.743188 0.223424 7.804349 0.113049 9.362072 -21.341904 0.343374 2.908824 3.239132 -0.282029 0.049350 4.000212 -0.022419 -0.346971 0.267083 -0.420017 -1.864288 0.129955 -0.494960 -0.253319
4.740000 -13.525315 -12.974435 3.223953 -4.074201 -1.284593 -0.248647 9.493406 -1.166251 8.383062 -20.358154 -0.785418 2.880409 0.294624 -1.796507 -0.289912 4.342733 0.379651 0.217923 -0.177409 -0.068446 -1.999045 0.029361 0.102542 0.169194
4.760000 -14.378984 -10.303075 4.668343 -6.625021 -0.886446 0.162071 10.616406 -3.751823 6.783695 -17.954185 -1.082563 2.512650 -0.544296 -3.282129 -0.436981 4.742952 0.454566 0.211243 0.160530 0.175235 -1.447035 0.153020 -0.011681 0.029365
4.780000 -14.587940 -8.485144 4.242167 -7.541042 -0.393202 0.233314 11.801521 -4.572018 5.605108 -15.988623 -0.586985 2.350427 -1.421185 -2.954146 -0.584973 4.387717 0.510324 0.278599 -0.067982 0.505129 -1.665184 -0.084624 -0.339605 -0.032786
4.800000 -14.115602 -8.507459 4.267594 -7.189463 -0.053418 0.393062 11.865687 -5.014481 6.188242 -16.615578 0.177637 2.493088 0.599911 -1.530612 -0.263765 3.876156 0.557444 -0.026515 0.034202 0.442369 -2.012764 -0.310838 -0.287608 0.079547
4.820000 -15.190907 -9.542693 4.596612 -7.234299 0.219378 0.454900 11.661972 -4.858916 6.228440 -16.442301 0.184789 2.672112 1.226984 -1.254276 -0.235244 3.734079 0.462476 -0.057635 0.039468 0.378122 -2.305025 -0.275860 -0.326931 0.042809
4.840000 -13.890301 -10.669346 4.604885 -7.015803 0.767597 0.254601 11.678720 -5.309660 5.915044 -16.960106 0.388612 2.798631 3.137509 -0.724009 -0.115636 4.121150 0.281397 -0.035440 0.005056 0.220645 -2.614177 -0.029558 0.094706 0.089264
4.860000 -13.573064 -11.657575 4.825494 -7.932846 1.220821 0.131838 12.202331 -5.586155 5.099350 -17.980803 0.310508 2.895479 2.316298 -0.916928 -0.155073 4.525364 0.295641 0.159728 0.016046 0.250256 -2.782478 -0.151531 -0.101505 -0.046557
4.880000 -12.651306 -11.328525 4.906231 -7.253222 1.370097 0.003728 12.215075 -5.925833 4.758728 -19.318237 0.078307 2.962086 1.913045 -0.219068 -0.069041 4.905428 0.128934 0.095172 0.072135 -0.049408 -2.994596 -0.162426 -0.070580 -0.126939
4.900000 -12.667600 -11.279569 4.916504 -7.554235 1.019028 -0.123803 11.701615 -6.414999 4.197722 -19.887289 -0.933723 2.999208 0.699931 -0.285082 -0.116036 4.952533 0.233287 0.182603 0.005585 -0.275650 -3.135790 -0.136198 -0.134925 -0.030454
4.920000 -11.012060 -10.592543 4.468172 -5.304632 0.579755 -0.092000 10.643028 -6.571239 3.944959 -21.681246 -1.883024 3.060284 -0.622233 0.358897 -0.061563 4.883887 0.096032 0.065585 0.057304 -0.541886 -3.145480 0.003692 -0.140445 0.010489
4.940000 -11.197725 -10.742530 4.220214 -3.595464 -0.033834 -0.087635 10.257986 -6.690026 3.462564 -22.754993 -2.883636 3.010067 -0.723245 0.493152 0.159913 4.507358 0.067581 0.203960 0.004352 -0.472072 -2.950372 -0.109861 -0.206909 -0.046938
4.960000 -11.413124 -12.215382 4.351768 -2.552131 -0.758628 -0.156872 8.554988 -6.363564 3.241708 -23.637220 -4.171305 3.032030 -0.852506 1.056899 0.517953 4.279405 0.177922 0.271503 -0.032177 -0.440802 -2.751297 -0.088494 -0.254424 -0.059097
4.980000 -11.348042 -13.070907 4.378655 -3.125379 -1.323390 -0.259285 7.735573 -6.157139 3.271621 -22.680828 -5.047358 2.978848 -0.291383 1.394993 0.655344 4.087583 0.318596 0.246336 0.014272 -0.575382 -2.671492 -0.102491 -0.210644 -0.089618
5.000000 -10.975853 -11.881697 3.776645 -4.091191 -1.722356 -0.321874 7.839824 -5.732386 3.159255 -20.785067 -5.257488 2.802619 1.334685 1.453554 0.597614 3.878850 0.367113 0.252016 -0.071510 -0.685424 -2.524080 -0.239649 -0.180498 -0.002931
5.020000 -11.061386 -10.607082 3.155514 -5.976029 -2.007852 -0.253869 7.831750 -4.904684 2.688273 -18.774223 -5.342997 2.631758 1.971848 0.757025 0.633400 3.784620 0.466395 0.270358 -0.029514 -0.596957 -2.503138 -0.368394 -0.218625 -0.022915
5.040000 -10.103096 -10.187286 3.077588 -7.027279 -2.072462 -0.409485 5.989966 -3.894520 2.470310 -19.905760 -5.933208 2.657185 1.936222 0.734510 0.510575 3.921816 0.436540 0.119976 -0.039552 -0.562290 -2.743165 -0.387867 -0.062191 0.051312
5.060000 -9.190102 -10.067948 3.068683 -7.368760 -2.052928 -0.627196 3.772512 -3.731727 2.428960 -21.119123 -6.817179 2.648644 1.639240 0.189630 0.311595 4.085654 0.396544 0.095049 0.011733 -0.558671 -3.060737 -0.341998 -0.062944 -0.008192
5.080000 -7.349359 -9.623308 2.903326 -6.780382 -1.901664 -0.753510 1.211140 -3.781560 2.236075 -21.703375 -7.613761 2.557188 1.107800 -0.272705 0.042145 4.231698 0.310004 0.172373 -0.007233 -0.552249 -3.339838 -0.270697 -0.154343 -0.028752
5.100000 -6.307165 -9.305475 2.842353 -6.751681 -1.789246 -0.898222 -0.944871 -3.997521 1.993449 -22.277807 -8.290511 2.500823 1.114590 -0.499566 -0.137997 4.064494 0.239378 0.230094 -0.022226 -0.322335 -3.562747 -0.262758 -0.147637 -0.054689
5.120000 -5.799417 -8.987966 2.735733 -6.719127 -1.835056 -1.060535 -1.204285 -4.089056 1.637457 -21.839289 -8.702362 2.405629 2.097967 -0.561252 -0.172424 3.807497 0.214670 0.168140 -0.024887 -0.109084 -3.613978 -0.192878 -0.076134 -0.008676
5.140000 -5.430137 -8.628097 2.584620 -6.915232 -1.828328 -1.151635 -1.008401 -4.169564 1.321038 -20.474722 -8.756917 2.336498 3.554486 -0.554056 -0.143851 3.615518 0.197056 0.030076 0.003127 -0.039413 -3.487467 -0.178623 -0.057928 -0.022358
5.160000 -4.786436 -8.085452 2.390905 -7.365609 -1.743592 -1.178689 -0.779155 -4.067881 1.058991 -19.371811 -8.503890 2.274371 4.956135 -0.349790 -0.086167 3.389982 0.188452 -0.088079 -0.000762 -0.059068 -3.256886 -0.159342 -0.047444 0.016497
5.180000 -4.924009 -7.468048 2.334030 -8.433352 -1.853149 -1.200920 -0.062964 -3.833679 1.000921 -17.658037 -8.188766 2.133548 6.078555 -0.095272 0.032520 3.199591 0.251219 -0.147439 0.025628 -0.119897 -2.995944 -0.172745 -0.021903 -0.046457
5.200000 -5.720805 -6.261858 2.143949 -9.979124 -2.110277 -1.301579 0.235184 -3.320388 0.845837 -15.318016 -7.843408 1.946345 7.179872 0.021703 0.098199 3.062842 0.236013 -0.109360 0.021475 -0.178654 -2.988668 -0.179444 -0.060950 -0.028639
5.220000 -6.571394 -5.383041 1.963011 -11.784465 -2.216701 -1.368513 0.580045 -2.798948 0.797402 -13.450743 -7.461256 1.749536 7.973662 -0.118256 0.110901 3.031817 0.197305 -0.110691 0.008888 -0.123366 -3.129956 -0.160537 -0.032817 -0.017329
5.240000 -6.458539 -5.189361 2.134915 -12.908064 -2.091166 -1.442838 0.543675 -2.414876 0.987198 -13.496060 -7.311792 1.647644 8.403291 -0.073209 0.082971 3.249435 0.261816 -0.170535 -0.024200 -0.065326 -3.230907 -0.219285 0.123215 0.013965
5.260000 -6.012484 -5.251041 2.174333 -13.286357 -1.852951 -1.549902 0.082636 -2.261229 0.915249 -14.035256 -7.392809 1.653138 8.540036 -0.249594 -0.077771 3.505621 0.337221 -0.188602 -0.012446 -0.072452 -3.342638 -0.279822 0.099005 -0.012129
5.280000 -5.274900 -4.998610 1.849807 -13.249350 -1.440910 -1.662972 -1.211589 -2.598823 0.694960 -14.314489 -7.362325 1.652184 8.533663 -0.340264 -0.211504 3.737046 0.400593 -0.188619 -0.001485 -0.213553 -3.407384 -0.277929 0.015220 -0.024163
5.300000 -4.879847 -4.425584 1.474787 -13.256959 -1.029444 -1.776051 -2.718938 -2.962557 0.566923 -14.093522 -7.235748 1.630384 8.477448 -0.318278 -0.268454 3.796862 0.392509 -0.134555 0.012608 -0.298974 -3.498675 -0.264198 -0.109978 -0.047999
5.320000 -4.758581 -3.509186 1.260940 -12.864572 -0.906471 -1.837561 -3.027995 -3.078827 0.526026 -13.270120 -7.047438 1.542653 8.948019 -0.092362 -0.192717 3.675113 0.342852 -0.103390 0.018092 -0.365113 -3.673449 -0.201103 -0.098432 -0.060894
5.340000 -5.052833 -3.099303 1.296824 -12.689535 -0.808512 -1.859939 -2.532414 -2.835240 0.213694 -13.132743 -6.822771 1.487138 9.294800 0.060666 -0.048577 3.539447 0.280288 -0.110798 0.005770 -0.363279 -3.733575 -0.188510 -0.048433 -0.004922
5.360000 -4.993218 -3.301674 1.415274 -12.614111 -0.548850 -1.848393 -1.955493 -2.637398 -0.012885 -13.437948 -6.561582 1.526681 9.043967 0.159564 0.021104 3.425529 0.231191 -0.179623 0.030419 -0.336955 -3.552232 -0.168716 -0.027027 0.006050
5.380000 -5.206991 -3.816910 1.709619 -12.872442 -0.323166 -1.862286 -1.837950 -2.803898 0.152286 -13.125096 -6.321392 1.591872 8.754636 0.425110 0.034597 3.336738 0.253106 -0.189905 0.023250 -0.411862 -3.344380 -0.209229 0.009462 -0.072749
5.400000 -5.747148 -3.813524 1.697930 -12.987347 -0.237627 -1.944281 -1.185969 -2.822715 0.156823 -11.884951 -5.930790 1.605398 8.791121 0.555959 0.057039 3.319868 0.286498 -0.146245 0.020010 -0.436023 -3.306926 -0.179726 -0.003871 -0.023102
5.420000 -6.031738 -3.520223 1.426778 -12.357761 -0.067176 -1.986804 -0.160213 -2.586750 0.131687 -11.005527 -5.405571 1.606224 9.031214 0.347039 0.128903 3.346475 0.271595 -0.150385 0.017432 -0.338472 -3.296269 -0.215143 -0.015921 0.006969
5.440000 -5.876680 -3.428774 1.422237 -11.845737 0.245606 -1.977682 0.189411 -2.372183 0.377385 -10.444162 -4.845652 1.648436 9.070330 0.259289 0.177450 3.308344 0.232016 -0.170878 0.035958 -0.262531 -3.330695 -0.285392 0.000521 0.003214
5.460000 -5.813097 -3.608693 1.591019 -11.518263 0.533178 -1.953059 0.345054 -2.259329 0.690076 -9.711133 -4.377918 1.656114 8.659311 0.176343 0.165617 3.310473 0.250325 -0.112746 0.034779 -0.234260 -3.390708 -0.278567 -0.003095 -0.010515
5.480000 -5.781426 -3.674185 1.628595 -11.011089 0.787141 -1.942520 0.546003 -2.050364 0.725902 -9.323731 -3.995730 1.693184 8.137838 0.102756 0.138122 3.340631 0.251499 -0.073937 0.028874 -0.160259 -3.421634 -0.259781 -0.017775 0.002612
5.500000 -5.865161 -3.605322 1.545535 -10.950096 0.947896 -1.944102 1.399501 -1.605900 0.506569 -9.027171 -3.542709 1.765001 7.655529 -0.117736 0.192301 3.340855 0.227564 -0.064071 0.034112 -0.008560 -3.430084 -0.231011 0.002977 0.002266
5.520000 -6.140117 -3.713561 1.682430 -10.944998 1.010728 -1.923727 2.410294 -1.311368 0.518006 -9.017393 -3.054938 1.854399 7.024085 0.012882 0.218848 3.387961 0.233521 -0.116682 0.016241 0.019065 -3.507993 -0.247448 0.021062 -0.026257
5.540000 -7.074968 -3.738902 1.821772 -10.603272 0.977488 -1.869185 2.922800 -1.600448 0.840727 -8.159173 -2.575716 1.897669 6.364350 0.193435 0.159658 3.491623 0.295406 -0.092121 0.008009 -0.081329 -3.631538 -0.260533 -0.014466 -0.029530
5.560000 -7.423658 -3.440082 1.744001 -9.866220 0.983949 -1.781864 3.349338 -2.053173 1.142027 -7.143993 -2.128096 1.903332 5.920313 0.217134 0.157115 3.611428 0.363187 -0.043479 0.004548 -0.123733 -3.670001 -0.302875 -0.011377 -0.011006
5.580000 -7.535446 -3.458414 1.803589 -9.658830 1.046633 -1.712209 3.873956 -2.109750 1.137798 -7.632646 -1.739260 1.954599 5.639606 0.213668 0.207185 3.561643 0.353641 -0.059745 -0.010275 -0.037847 -3.662991 -0.313799 0.034395 0.012404
5.600000 -7.879362 -3.981205 1.996658 -9.647585 1.130195 -1.642146 4.769655 -2.005201 0.957605 -8.684515 -1.215877 2.074535 5.089169 0.199115 0.184662 3.501951 0.302940 -0.143787 0.004560 -0.030504 -3.639035 -0.294649 0.032884 0.002514
5.620000 -8.289836 -4.520082 2.187031 -9.336679 1.239808 -1.555787 5.190758 -2.256838 0.978356 -9.259255 -0.577022 2.209261 4.130986 0.306786 0.059240 3.536321 0.290341 -0.177572 0.013565 -0.234938 -3.640221 -0.331005 0.038738 -0.026098
5.640000 -8.776354 -4.585655 2.215914 -8.995017 1.375751 -1.464468 4.722443 -2.915416 1.221773 -8.989130 0.053372 2.249434 3.425297 0.440202 -0.013493 3.578331 0.305408 -0.093971 0.027063 -0.450884 -3.716440 -0.346335 -0.000493 -0.029371
5.660000 -8.804767 -4.428150 2.129820 -8.740017 1.564862 -1.382672 5.093565 -3.495565 1.453126 -8.683900 0.702955 2.209292 3.371218 0.494891 0.114698 3.577999 0.275910 -0.043516 0.043101 -0.447699 -3.801359 -0.301572 -0.010806 -0.012767
5.680000 -8.751986 -3.921712 2.014355 -8.451303 1.759014 -1.308461 5.647992 -3.803237 1.629741 -8.966476 1.510294 2.223266 3.460405 0.585751 0.223262 3.520669 0.268264 -0.055886 0.058055 -0.358243 -3.879012 -0.308615 -0.010006 -0.000949
5.700000 -9.119550 -3.225375 1.853307 -8.267254 1.900075 -1.188221 6.046413 -4.162344 1.880501 -8.714465 2.504235 2.238419 3.168961 0.681076 0.215597 3.511442 0.276000 -0.015770 0.054896 -0.433613 -3.939527 -0.354793 -0.018060 -0.038339
5.720000 -9.360871 -2.595887 1.698918 -8.360798 2.120908 -1.066446 6.494421 -4.711359 2.211208 -8.249549 3.440769 2.209921 3.246301 0.907440 0.311957 3.541399 0.290736 0.084044 0.044337 -0.510087 -3.917377 -0.366844 -0.004991 -0.023257
5.740000 -8.914307 -1.672682 1.524579 -8.609867 2.525950 -0.988991 7.101622 -5.162074 2.470505 -7.747628 4.362297 2.141416 3.866522 0.918228 0.521105 3.595006 0.259509 0.155099 0.051670 -0.401409 -3.855984 -0.312590 -0.047456 0.007823
5.760000 -7.875763 -0.095800 1.300402 -8.638435 3.039104 -0.928628 8.092010 -5.541565 2.683140 -6.653228 5.587935 2.091407 4.523917 0.812515 0.694415 3.667792 0.204354 0.151580 0.054609 -0.183399 -3.772537 -0.216726 -0.011603 0.000434
5.780000 -7.524576 1.309780 1.211791 -8.691346 3.484192 -0.898197 8.777551 -6.027038 2.800226 -5.494553 6.993185 2.078501 4.818829 0.817841 0.758225 3.684667 0.199555 0.191110 0.023610 0.047293 -3.641883 -0.167622 0.059996 -0.030933
5.800000 -7.283081 1.820226 1.300536 -8.320837 3.836317 -0.902977 9.837914 -6.379086 2.788176 -4.704408 8.269849 2.101529 4.904173 0.784751 0.904881 3.658659 0.210260 0.213915 -0.013777 0.325750 -3.315997 -0.161273 0.091854 -0.018642
5.820000 -6.734037 1.741279 1.484552 -7.787059 4.213899 -0.917891 10.577913 -6.687337 2.691033 -4.362448 9.250748 2.145788 4.873147 0.561928 1.054973 3.620908 0.219720 0.201319 -0.036853 0.594646 -2.924055 -0.163277 0.070983 0.009071
5.840000 -6.066476 1.482278 1.758381 -7.256859 4.640272 -0.927009 10.827346 -7.158365 2.657102 -4.051823 10.011107 2.184768 4.531909 0.246068 1.021400 3.589405 0.215775 0.160643 -0.058123 0.760791 -2.686017 -0.116148 0.019009 0.005303
5.860000 -5.912972 0.953212 2.016031 -6.703855 5.043262 -0.932685 10.787498 -7.575688 2.572186 -3.854254 10.548383 2.207869 4.223622 -0.058567 0.866934 3.487192 0.210249 0.131553 -0.064323 0.867288 -2.607138 -0.084476 0.020320 -0.018963
5.880000 -6.051589 0.230181 2.236449 -5.998045 5.426611 -0.931728 10.290683 -7.589421 2.411086 -4.113325 10.877679 2.258253 4.051184 -0.333146 0.678163 3.364997 0.213225 0.078541 -0.063422 0.902710 -2.646870 -0.105731 0.028128 -0.022841
5.900000 -6.202527 -0.443180 2.573963 -5.346367 5.749284 -0.921093 9.724410 -7.160311 2.312297 -4.701200 11.132718 2.329009 3.768913 -0.526975 0.538349 3.280921 0.217645 -0.007166 -0.057755 0.886268 -2.769029 -0.112971 0.035082 -0.012997
5.920000 -6.606853 -1.097964 3.023136 -5.076917 5.960778 -0.893001 9.195621 -6.764321 2.257727 -5.381187 11.309040 2.392484 3.514102 -0.581878 0.435575 3.273118 0.259027 -0.061602 -0.050812 0.826204 -2.958400 -0.119123 0.054455 0.003022
5.940000 -7.132983 -1.763969 3.450330 -5.308949 6.093006 -0.862865 8.992228 -6.584969 2.149874 -5.847788 11.394324 2.425628 3.344993 -0.749220 0.345486 3.353166 0.308638 -0.054400 -0.038172 0.710669 -3.123113 -0.136167 0.081011 0.007460
5.960000 -7.739648 -2.273777 3.744559 -5.797350 6.179792 -0.835984 8.722987 -6.399043 1.886950 -6.324226 11.428325 2.443256 3.320751 -0.841667 0.234798 3.442934 0.324926 -0.048946 -0.022682 0.584062 -3.291528 -0.155861 0.111789 0.012649
5.980000 -8.358821 -2.815332 3.992827 -6.254561 6.217815 -0.801965 8.822491 -6.156569 1.656765 -6.776717 11.463441 2.460372 3.398025 -0.778563 0.203137 3.510950 0.314460 -0.078169 -0.010239 0.484354 -3.450854 -0.172249 0.111998 0.003697
6.000000 -9.072448 -3.454006 4.252257 -6.591363 6.122740 -0.756062 9.023963 -6.054134 1.586207 -7.238392 11.468615 2.470035 3.501683 -0.578338 0.247090 3.572468 0.304697 -0.089400 -0.000646 0.402038 -3.562077 -0.202966 0.095871 0.005001
6.020000 -9.800290 -4.108842 4.433315 -6.812126 5.922817 -0.710550 9.116096 -6.205944 1.655376 -7.686265 11.487291 2.484967 3.571804 -0.348197 0.290615 3.629378 0.304529 -0.073745 0.003280 0.293314 -3.629478 -0.233806 0.078514 0.001949
6.040000 -10.435563 -4.605098 4.465994 -6.947086 5.736850 -0.653634 9.111871 -6.484061 1.754460 -8.151587 11.606087 2.489292 3.621326 -0.140579 0.309394 3.655505 0.305865 -0.051216 0.008730 0.160824 -3.671955 -0.258808 0.059508 0.004852
6.060000 -10.824126 -4.949286 4.396429 -6.920828 5.645368 -0.589732 9.255630 -6.782882 1.862576 -8.580621 11.839334 2.497297 3.703277 0.076873 0.334104 3.674087 0.310124 -0.034268 0.006137 0.030607 -3.716355 -0.281729 0.032806 0.004247
6.080000 -10.967492 -5.221999 4.298945 -6.743193 5.612053 -0.526790 9.580727 -7.049762 2.014368 -8.917302 12.137388 2.518545 3.837760 0.259215 0.385069 3.703691 0.304636 -0.016248 0.002663 -0.066106 -3.727769 -0.295111 0.010541 0.007192
6.100000 -11.030331 -5.483111 4.197508 -6.603056 5.604163 -0.462716 10.019578 -7.280936 2.194106 -9.101976 12.435312 2.542046 3.926717 0.393669 0.448004 3.757950 0.294873 0.009044 0.002919 -0.124434 -3.674698 -0.299891 0.002668 0.007137
6.120000 -11.090754 -5.685956 4.086789 -6.515527 5.621460 -0.402601 10.398457 -7.498868 2.367051 -9.148779 12.706359 2.548495 3.953628 0.490598 0.503285 3.811138 0.283664 0.041267 0.006047 -0.155712 -3.578574 -0.290531 -0.004498 0.003920
6.140000 -11.166286 -5.786238 3.972287 -6.468318 5.639514 -0.352899 10.704700 -7.707783 2.528778 -9.096367 12.920435 2.549883 3.955991 0.585007 0.557704 3.837105 0.277823 0.072317 0.004999 -0.160543 -3.501354 -0.278155 -0.013107 -0.000495
6.160000 -11.247501 -5.801790 3.875512 -6.417845 5.639057 -0.316312 10.976082 -7.868379 2.691026 -9.009257 13.054144 2.550044 3.950667 0.652236 0.606239 3.838349 0.273018 0.099870 -0.000381 -0.144125 -3.462862 -0.269967 -0.023647 -0.003252
6.180000 -11.325537 -5.764408 3.792321 -6.344122 5.617796 -0.286192 11.225557 -7.970989 2.859779 -8.899349 13.120981 2.548783 3.934913 0.680090 0.631275 3.839144 0.272974 0.115345 -0.004929 -0.125725 -3.432765 -0.271166 -0.025726 -0.002543
6.200000 -11.382179 -5.673683 3.703905 -6.282564 5.582996 -0.259944 11.371948 -8.041381 3.033569 -8.808014 13.150530 2.546261 3.903507 0.654602 0.628627 3.838192 0.273848 0.117995 -0.006508 -0.109640 -3.398124 -0.272186 -0.021096 0.001059
